"ID []","Local []","Irradiance [W/m^2]","T_ambient [Degrees Celsius]","T_ground [Degrees Celsius]","Wind [m/s]","Cloud [okta]","Pressure [Pa]","Rain [mm/hr]","Diffuse [W/m^2]","Direct [W/m^2]","Elevation [Degrees]","Azimuth [Degrees]"
1867,"0000-03-18 18:30:00",0,7.28,6.139,3.788,6.132,101709.849,0.247,0,0,-7.13,277.869
1868,"0000-03-18 19:30:00",0,6.57,5.489,3.769,5.778,101725.522,0.243,0,0,-16.26,290.293
1869,"0000-03-18 20:30:00",0,6.109,4.943,3.645,5.751,101730.59,0.212,0,0,-24.463,303.515
1870,"0000-03-18 21:30:00",0,5.929,4.365,3.77,6.094,101738.279,0.121,0,0,-31.477,318.561
1871,"0000-03-18 22:30:00",0,5.77,3.877,3.872,6.289,101737.845,0.103,0,0,-36.527,335.629
1872,"0000-03-18 23:30:00",0,5.445,3.373,3.801,6.256,101738.355,0.062,0,0,-38.925,332.056
1873,"0000-03-19 00:30:00",0,5.091,3.201,3.569,6.032,101743.949,0.086,0,0,-38.261,13.581
1874,"0000-03-19 01:30:00",0,4.909,3.078,3.545,5.896,101735.68,0.047,0,0,-34.65,31.717
1875,"0000-03-19 02:30:00",0,4.762,2.956,3.62,5.743,101731.803,0.115,0,0,-28.667,47.91
1876,"0000-03-19 03:30:00",0,4.502,2.792,3.532,5.55,101747.449,0.169,0,0,-21.021,62.16
1877,"0000-03-19 04:30:00",0,4.186,2.554,3.443,5.312,101774.015,0.149,0,0,-12.343,74.956
1878,"0000-03-19 05:30:00",0.688,3.931,2.367,3.393,5.398,101814.028,0.115,0.682,0.003,-3.138,86.931
1879,"0000-03-19 06:30:00",37.426,4.571,2.64,3.371,5.233,101858.871,0.086,28.447,8.979,6.17,98.718
1880,"0000-03-19 07:30:00",117.069,5.75,3.163,3.64,5.045,101895.117,0.048,74.516,42.554,15.183,110.941
1881,"0000-03-19 08:30:00",219.993,6.869,3.682,4.195,5.206,101928.895,0.061,116.896,103.095,23.448,124.231
1882,"0000-03-19 09:30:00",290.852,7.702,4.126,4.484,5.397,101951.3,0.021,154.329,136.52,30.421,139.16
1883,"0000-03-19 10:30:00",365.625,8.603,4.501,4.625,5.209,101957.904,0.04,184.05,181.574,35.432,156.032
1884,"0000-03-19 11:30:00",398.691,9.198,4.813,4.798,5.269,101958.559,0.02,194.309,204.382,37.822,174.514
1885,"0000-03-19 12:30:00",386.221,9.691,5.085,4.959,4.994,101923.637,0.012,183.339,202.88,37.201,193.435
1886,"0000-03-19 13:30:00",358.684,9.962,5.781,4.932,4.961,101939.854,0.029,165.016,193.667,33.666,211.305
1887,"0000-03-19 14:30:00",287.623,9.963,6.099,5.018,4.845,101936.802,0.025,140.257,147.367,27.736,227.459
1888,"0000-03-19 15:30:00",195.714,9.611,6.314,4.98,5.008,101935.986,0.011,106.312,89.405,20.183,241.622
1889,"0000-03-19 16:30:00",97.061,8.909,6.479,4.596,4.863,101955.624,0.013,61.958,35.102,11.565,254.409
1890,"0000-03-19 17:30:00",18.534,7.732,6.478,3.909,4.888,101998.543,0.024,14.671,3.864,2.401,266.393
1891,"0000-03-19 18:30:00",0,6.649,5.414,3.345,4.821,102036.178,0.076,0,0,-6.886,278.202
1892,"0000-03-19 19:30:00",0,5.78,4.515,2.979,4.792,102061.085,0.07,0,0,-15.89,290.464
1893,"0000-03-19 20:30:00",0,5.079,3.707,2.783,4.649,102078.165,0.01,0,0,-24.162,303.808
1894,"0000-03-19 21:30:00",0,4.631,2.972,2.829,4.758,102089.993,0.013,0,0,-31.146,318.828
1895,"0000-03-19 22:30:00",0,4.297,2.24,2.791,4.572,102086.884,0.035,0,0,-36.164,335.842
1896,"0000-03-19 23:30:00",0,3.92,1.498,2.722,4.404,102080.15,0.037,0,0,-38.535,332.18
1897,"0000-03-20 00:30:00",0,3.773,1.354,2.711,4.512,102071.668,0.061,0,0,-37.859,13.6
1898,"0000-03-20 01:30:00",0,3.572,1.358,2.73,4.875,102052.8,0.043,0,0,-34.253,31.645
1899,"0000-03-20 02:30:00",0,3.564,1.441,2.727,4.977,102029.978,0.016,0,0,-28.283,47.778
1900,"0000-03-20 03:30:00",0,3.487,1.38,2.788,4.946,102019.15,0.022,0,0,-20.65,61.994
1901,"0000-03-20 04:30:00",0,3.414,1.297,2.83,5.36,102013.483,0.033,0,0,-11.982,74.774
1902,"0000-03-20 05:30:00",1.365,3.404,1.237,2.771,5.745,102021.267,0.035,1.355,0.009,-2.783,86.743
1903,"0000-03-20 06:30:00",40.216,4.128,1.567,2.943,5.744,102036.757,0.066,29.862,10.355,6.527,98.532
1904,"0000-03-20 07:30:00",121.593,5.46,2.164,3.381,5.749,102054.991,0.065,77.323,44.269,15.548,110.765
1905,"0000-03-20 08:30:00",208.181,6.714,2.71,3.785,5.852,102066.397,0.04,120.181,87.998,23.825,124.079
1906,"0000-03-20 09:30:00",284.027,7.782,3.18,4.119,5.838,102069.668,0.067,155.513,128.514,30.812,139.051
1907,"0000-03-20 10:30:00",350.049,8.602,3.615,4.423,5.738,102054.707,0.083,179.569,170.479,35.835,156.014
1908,"0000-03-20 11:30:00",379.42,9.265,3.993,4.641,5.71,102028.718,0.044,187.705,191.717,38.221,174.578
1909,"0000-03-20 12:30:00",353.727,9.7,4.649,4.759,5.727,101987.749,0.041,182.124,171.604,37.571,193.594
1910,"0000-03-20 13:30:00",314.617,9.953,5.227,4.817,5.745,101948.83,0.043,163.006,151.613,34.003,211.587
1911,"0000-03-20 14:30:00",247.043,9.913,5.749,4.838,5.902,101916.725,0.034,134.639,112.405,28.071,227.702
1912,"0000-03-20 15:30:00",160.87,9.691,6.227,4.711,5.849,101886.737,0.071,99.906,60.963,20.472,241.917
1913,"0000-03-20 16:30:00",75.838,9.218,6.62,4.31,5.922,101875.957,0.064,56.032,19.802,11.838,254.711
1914,"0000-03-20 17:30:00",15.162,8.238,6.861,3.889,5.865,101882.058,0.077,12.848,2.316,2.665,266.697
1915,"0000-03-20 18:30:00",0.014,7.276,6.028,3.578,5.647,101891.04,0.065,0.014,0,-6.62,278.506
1916,"0000-03-20 19:30:00",0,6.606,5.367,3.383,5.892,101894.891,0.198,0,0,-15.612,290.765
1917,"0000-03-20 20:30:00",0,6.182,4.811,3.477,5.79,101884.196,0.16,0,0,-23.862,304.099
1918,"0000-03-20 21:30:00",0,5.894,4.322,3.443,5.829,101877.133,0.157,0,0,-30.816,319.095
1919,"0000-03-20 22:30:00",0,5.534,3.769,3.354,6.094,101860.578,0.299,0,0,-35.8,336.055
1920,"0000-03-20 23:30:00",0,5.263,3.264,3.245,5.989,101840.157,0.208,0,0,-38.146,332.303
1921,"0000-03-21 00:30:00",0,4.929,3.039,3.088,5.905,101828.152,0.186,0,0,-37.458,13.62
1922,"0000-03-21 01:30:00",0,4.742,2.778,2.988,5.87,101806.19,0.116,0,0,-33.855,31.574
1923,"0000-03-21 02:30:00",0,4.497,2.441,3.106,5.479,101779.127,0.059,0,0,-27.898,47.647
1924,"0000-03-21 03:30:00",0,4.23,2.14,3.137,5.193,101765.579,0.016,0,0,-20.279,61.829
1925,"0000-03-21 04:30:00",0,3.901,1.955,3.175,5.387,101768.55,0.021,0,0,-11.621,74.593
1926,"0000-03-21 05:30:00",1.417,3.81,1.744,3.221,5.093,101778.125,0.026,1.408,0.009,-2.427,86.556
1927,"0000-03-21 06:30:00",48.591,4.523,1.929,3.319,5.117,101793.328,0.04,33.651,14.941,6.883,98.347
1928,"0000-03-21 07:30:00",139.405,6.065,2.485,3.7,5.26,101808.396,0.15,81.552,57.854,15.912,110.589
1929,"0000-03-21 08:30:00",218.32,7.172,2.977,4.096,5.325,101815.616,0.169,119.304,99.015,24.202,123.925
1930,"0000-03-21 09:30:00",288.363,7.998,3.377,4.532,5.629,101819.165,0.118,158.686,129.676,31.202,138.942
1931,"0000-03-21 10:30:00",335.668,8.555,3.706,4.813,5.525,101819.087,0.254,181.747,153.92,36.233,155.962
1932,"0000-03-21 11:30:00",354.303,9.034,3.929,5.07,5.755,101817.712,0.091,196.573,157.73,38.619,174.643
1933,"0000-03-21 12:30:00",368.967,9.491,4.443,5.087,5.561,101794.098,0.075,194.14,174.828,37.95,193.76
1934,"0000-03-21 13:30:00",342.487,9.785,5.055,5.002,5.355,101767.331,0.038,178.352,164.135,34.352,211.828
1935,"0000-03-21 14:30:00",286.503,9.844,5.504,4.863,5.189,101744.889,0.046,144.615,141.889,28.387,227.982
1936,"0000-03-21 15:30:00",196.667,9.627,5.876,4.732,4.746,101719.989,0.047,109.05,87.619,20.762,242.216
1937,"0000-03-21 16:30:00",97.263,9.018,6.109,4.329,4.382,101733.007,0.036,66.062,31.203,12.109,255.014
1938,"0000-03-21 17:30:00",21.388,7.785,6.158,3.728,4.389,101757.938,0.011,18.034,3.354,2.929,267.001
1939,"0000-03-21 18:30:00",0.032,6.718,5.135,3.187,4.033,101783.552,0.02,0.031,0,-6.355,278.809
1940,"0000-03-21 19:30:00",0,5.93,4.306,3.069,3.872,101809.571,0.004,0,0,-15.334,291.066
1941,"0000-03-21 20:30:00",0,5.308,3.562,3.039,4.155,101820.171,0.062,0,0,-23.561,304.391
1942,"0000-03-21 21:30:00",0,4.787,2.837,2.949,4.059,101818.946,0.035,0,0,-30.485,319.36
1943,"0000-03-21 22:30:00",0,4.466,2.178,2.868,3.927,101815.315,0.013,0,0,-35.437,336.266
1944,"0000-03-21 23:30:00",0,4.182,1.489,2.689,4.522,101803.987,0.04,0,0,-37.756,332.426
1945,"0000-03-22 00:30:00",0,4.005,1.432,2.64,4.769,101784.226,0.032,0,0,-37.056,13.64
1946,"0000-03-22 01:30:00",0,3.963,1.479,2.709,5.023,101753.873,0.032,0,0,-33.458,31.504
1947,"0000-03-22 02:30:00",0,3.85,1.495,2.725,5.003,101723.012,0.024,0,0,-27.513,47.517
1948,"0000-03-22 03:30:00",0,3.784,1.481,2.883,5.099,101709.858,0.035,0,0,-19.908,61.666
1949,"0000-03-22 04:30:00",0,3.641,1.481,2.985,5.37,101733.131,0.076,0,0,-11.261,74.413
1950,"0000-03-22 05:30:00",1.769,3.691,1.472,3.194,5.473,101742.142,0.062,1.759,0.01,-2.071,86.369
1951,"0000-03-22 06:30:00",46.479,4.593,1.786,3.417,5.52,101757.761,0.068,32.907,13.573,7.24,98.161
1952,"0000-03-22 07:30:00",133.701,6.027,2.305,3.813,5.625,101775.718,0.126,76.903,56.798,16.276,110.413
1953,"0000-03-22 08:30:00",218.659,7.22,2.811,4.214,5.691,101786.736,0.105,119.945,98.715,24.578,123.772
1954,"0000-03-22 09:30:00",296.486,8.262,3.23,4.422,5.578,101794.26,0.092,147.207,149.281,31.593,138.833
1955,"0000-03-22 10:30:00",353.181,9.124,3.639,4.611,5.507,101790.209,0.091,183.238,169.943,36.633,155.927
1956,"0000-03-22 11:30:00",378.082,9.814,4.063,4.782,5.268,101782.529,0.023,196.298,181.783,39.016,174.71
1957,"0000-03-22 12:30:00",358.262,10.114,4.764,4.997,5.195,101763.219,0.04,185.701,172.56,38.33,193.929
1958,"0000-03-22 13:30:00",315.57,10.325,5.37,5.012,5.3,101745.351,0.042,163.243,152.326,34.7,212.07
1959,"0000-03-22 14:30:00",246.905,10.257,5.88,4.911,5.209,101732.716,0.053,129.345,117.559,28.702,228.266
1960,"0000-03-22 15:30:00",178.532,9.988,6.299,4.788,4.926,101715.095,0.047,98.461,80.074,21.051,242.515
1961,"0000-03-22 16:30:00",96.82,9.306,6.626,4.577,5.045,101729.007,0.097,59.422,37.397,12.379,255.317
1962,"0000-03-22 17:30:00",20.422,8.15,6.76,3.917,5.184,101756.833,0.072,16.793,3.63,3.191,267.305
1963,"0000-03-22 18:30:00",0.032,7.035,5.729,3.327,4.908,101782.768,0.077,0.032,0,-6.09,279.113
1964,"0000-03-22 19:30:00",0,6.342,4.937,3.125,4.859,101802.416,0.066,0,0,-15.056,291.366
1965,"0000-03-22 20:30:00",0,5.863,4.24,3.072,4.716,101803.398,0.083,0,0,-23.261,304.681
1966,"0000-03-22 21:30:00",0,5.3,3.542,2.96,4.666,101798.875,0.058,0,0,-30.154,319.624
1967,"0000-03-22 22:30:00",0,4.998,2.867,3.069,4.571,101785.621,0.035,0,0,-35.074,336.475
1968,"0000-03-22 23:30:00",0,4.674,2.202,3.037,4.756,101765.224,0.009,0,0,-37.367,332.548
1969,"0000-03-23 00:30:00",0,4.507,2.09,3.073,4.932,101746.072,0.022,0,0,-36.656,13.661
1970,"0000-03-23 01:30:00",0,4.255,1.949,3.029,4.75,101718.352,0.027,0,0,-33.061,31.436
1971,"0000-03-23 02:30:00",0,4.002,1.746,3.069,4.731,101687.253,0.053,0,0,-27.129,47.388
1972,"0000-03-23 03:30:00",0,3.729,1.55,3.062,4.633,101669.905,0.041,0,0,-19.537,61.503
1973,"0000-03-23 04:30:00",0,3.657,1.355,3.163,4.86,101675.578,0.045,0,0,-10.9,74.233
1974,"0000-03-23 05:30:00",2.902,3.639,1.211,3.228,5.048,101681.385,0.024,2.872,0.03,-1.716,86.184
1975,"0000-03-23 06:30:00",54.011,4.653,1.534,3.334,5.186,101694.47,0.031,36.497,17.514,7.597,97.976
1976,"0000-03-23 07:30:00",143.627,6.133,2.043,3.812,5.313,101703.052,0.076,81.169,62.457,16.64,110.237
1977,"0000-03-23 08:30:00",231.567,7.28,2.497,4.217,5.298,101702.732,0.068,116.148,115.419,24.955,123.619
1978,"0000-03-23 09:30:00",302.601,8.3,2.93,4.452,5.068,101695.098,0.079,137.228,165.372,31.983,138.724
1979,"0000-03-23 10:30:00",373.088,9.082,3.379,4.631,5.014,101673.345,0.113,154.987,218.101,37.034,155.893
1980,"0000-03-23 11:30:00",401.987,9.705,3.739,4.696,5.186,101646.322,0.149,169.028,232.96,39.414,174.777
1981,"0000-03-23 12:30:00",379.614,10.194,4.468,4.831,5.376,101612.616,0.144,174.415,205.199,38.708,194.099
1982,"0000-03-23 13:30:00",331.618,10.539,5.124,4.876,5.52,101575.797,0.05,162.64,168.978,35.047,212.316
1983,"0000-03-23 14:30:00",266.085,10.642,5.689,4.891,5.258,101544.825,0.074,137.249,128.832,29.017,228.549
1984,"0000-03-23 15:30:00",194.572,10.346,6.205,4.873,5.105,101521.909,0.122,103.982,90.589,21.338,242.815
1985,"0000-03-23 16:30:00",98.019,9.739,6.6,4.535,5.017,101525.244,0.048,65.889,32.13,12.648,255.622
1986,"0000-03-23 17:30:00",22.038,8.539,6.866,3.812,4.615,101546.909,0.012,18.621,3.417,3.453,267.609
1987,"0000-03-23 18:30:00",0.071,7.42,5.864,3.228,4.601,101570.184,0.01,0.07,0,-5.824,279.415
1988,"0000-03-23 19:30:00",0,6.564,5.027,3.05,4.379,101579.409,0.011,0,0,-14.778,291.666
1989,"0000-03-23 20:30:00",0,6.005,4.344,3.03,4.234,101577.978,0.014,0,0,-22.961,304.971
1990,"0000-03-23 21:30:00",0,5.62,3.693,3.102,4.42,101569.631,0.012,0,0,-29.824,319.885
1991,"0000-03-23 22:30:00",0,5.244,3.084,3.076,4.588,101554.403,0.022,0,0,-34.711,336.683
1992,"0000-03-23 23:30:00",0,4.796,2.445,3.072,4.877,101536.092,0.061,0,0,-36.978,332.669
1993,"0000-03-24 00:30:00",0,4.511,2.233,3.038,5.043,101526.612,0.065,0,0,-36.256,13.682
1994,"0000-03-24 01:30:00",0,4.21,1.968,3.031,5.107,101507.521,0.059,0,0,-32.664,31.369
1995,"0000-03-24 02:30:00",0,3.844,1.696,3.112,5.027,101504.964,0.069,0,0,-26.744,47.261
1996,"0000-03-24 03:30:00",0,3.765,1.522,3.047,4.964,101490.944,0.029,0,0,-19.166,61.342
1997,"0000-03-24 04:30:00",0,3.704,1.231,3.017,5.201,101499.992,0.068,0,0,-10.54,74.055
1998,"0000-03-24 05:30:00",3.022,3.487,0.93,3.001,5.026,101523.64,0.141,2.983,0.04,-1.36,85.998
1999,"0000-03-24 06:30:00",53.712,4.528,1.354,3.005,4.74,101550.28,0.044,39.887,13.822,7.954,97.79
2000,"0000-03-24 07:30:00",157.612,6.283,2.258,3.333,4.799,101571.324,0.027,90.637,66.974,17.004,110.062
2001,"0000-03-24 08:30:00",259.27,7.792,3.015,3.872,5.037,101586.648,0.004,130.146,129.125,25.33,123.465
2002,"0000-03-24 09:30:00",342.264,8.969,3.581,4.239,4.918,101590.088,0.01,161.915,180.35,32.373,138.614
2003,"0000-03-24 10:30:00",394.682,9.822,3.951,4.528,4.956,101581.779,0.01,186.062,208.619,37.434,155.859
2004,"0000-03-24 11:30:00",412.925,10.489,4.261,4.702,5.315,101565.918,0.02,202.336,210.59,39.812,174.846
2005,"0000-03-24 12:30:00",392.648,10.721,5,4.78,5.382,101543.82,0.054,190.766,201.881,39.086,194.272
2006,"0000-03-24 13:30:00",349.256,10.982,5.692,4.794,5.35,101520.236,0.054,178.287,170.968,35.393,212.564
2007,"0000-03-24 14:30:00",277.03,10.975,6.288,4.675,5.326,101502.741,0.056,150.207,126.821,29.33,228.835
2008,"0000-03-24 15:30:00",195.338,10.632,6.799,4.595,5.298,101486.172,0.067,115.126,80.212,21.623,243.117
2009,"0000-03-24 16:30:00",101.424,10.003,7.171,4.237,5.404,101496.003,0.048,69.232,32.189,12.917,255.927
2010,"0000-03-24 17:30:00",24.8,8.826,7.308,3.592,5.303,101523.805,0.043,20.419,4.38,3.715,267.913
2011,"0000-03-24 18:30:00",0.083,7.546,6.138,3.084,4.984,101551.031,0.017,0.08,0,-5.559,279.718
2012,"0000-03-24 19:30:00",0,6.76,5.281,3.052,4.525,101562.514,0.018,0,0,-14.501,291.964
2013,"0000-03-24 20:30:00",0,6.024,4.511,2.938,4.314,101561.347,0.024,0,0,-22.66,305.257
2014,"0000-03-24 21:30:00",0,5.587,3.752,2.948,3.97,101555.882,0.045,0,0,-29.493,320.145
2015,"0000-03-24 22:30:00",0,5.286,3.053,3.072,4.01,101541.415,0.044,0,0,-34.348,336.889
2016,"0000-03-24 23:30:00",0,5.179,2.474,3.214,4.345,101518.762,0.061,0,0,-36.589,332.79
2017,"0000-03-25 00:30:00",0,5.003,2.496,3.419,4.481,101538.297,0.082,0,0,-35.861,13.703
2018,"0000-03-25 01:30:00",0,4.715,2.451,3.432,4.977,101477.787,0.155,0,0,-32.279,31.311
2019,"0000-03-25 02:30:00",0,4.446,2.388,3.54,5.023,101449.828,0.115,0,0,-26.367,47.144
2020,"0000-03-25 03:30:00",0,4.04,1.933,3.471,5.035,101375.252,0.096,0,0,-19.151,60.571
2021,"0000-03-25 04:30:00",0,3.919,1.836,3.457,5.098,101391.059,0.104,0,0,-10.18,73.879
2022,"0000-03-25 05:30:00",3.842,3.804,1.663,3.443,4.936,101399.737,0.071,3.77,0.075,-1.005,85.813
2023,"0000-03-25 06:30:00",56.958,4.837,2.142,3.657,5.446,101415.654,0.103,40.752,16.208,8.312,97.604
2024,"0000-03-25 07:30:00",147.331,6.363,2.959,4.021,5.577,101430.785,0.158,86.791,60.54,17.369,109.884
2025,"0000-03-25 08:30:00",245.195,7.613,3.555,4.43,5.289,101444.083,0.174,123.01,122.187,25.708,123.306
2026,"0000-03-25 09:30:00",336.463,8.768,4.065,4.847,5.216,101445.81,0.056,161.391,175.072,32.766,138.499
2027,"0000-03-25 10:30:00",414.145,9.676,4.448,5.091,5.093,101436.351,0.098,174.32,239.824,37.84,155.824
2028,"0000-03-25 11:30:00",430.917,10.227,4.689,5.204,5.388,101422.434,0.064,195.098,235.819,40.214,174.915
2029,"0000-03-25 12:30:00",404.685,10.577,5.268,5.389,5.578,101401.26,0.102,208.974,195.712,39.468,194.45
2030,"0000-03-25 13:30:00",349.757,10.76,5.828,5.369,5.863,101381.721,0.072,191.185,158.57,35.742,212.817
2031,"0000-03-25 14:30:00",286.38,10.787,6.333,5.348,5.846,101369.452,0.048,163.066,123.314,29.644,229.127
2032,"0000-03-25 15:30:00",209.095,10.522,6.785,5.27,5.522,101373.897,0.025,118.888,90.206,21.911,243.424
2033,"0000-03-25 16:30:00",107.22,9.807,7.104,4.913,5.371,101384.999,0.01,74.473,32.746,13.186,256.233
2034,"0000-03-25 17:30:00",24.396,8.648,7.277,4.284,5.491,101411.783,0.01,20.897,3.498,3.976,268.218
2035,"0000-03-25 18:30:00",0.095,7.528,6.264,3.601,5.386,101442.109,0.037,0.094,0,-5.295,280.019
2036,"0000-03-25 19:30:00",0,6.634,5.472,3.396,5.494,101462.004,0.068,0,0,-14.225,292.26
2037,"0000-03-25 20:30:00",0,6.202,4.848,3.3,5.707,101467.993,0.047,0,0,-22.363,305.542
2038,"0000-03-25 21:30:00",0,5.777,4.205,3.377,6.195,101470.917,0.086,0,0,-29.166,320.402
2039,"0000-03-25 22:30:00",0,5.462,3.52,3.366,5.715,101464.924,0.09,0,0,-33.992,337.09
2040,"0000-03-25 23:30:00",0,5.071,2.846,3.185,5.519,101452.404,0.062,0,0,-36.207,335.486
2041,"0000-03-26 00:30:00",0,4.829,2.645,3.246,5.449,101433.472,0.066,0,0,-35.463,13.727
2042,"0000-03-26 01:30:00",0,4.559,2.413,3.224,5.34,101407.119,0.064,0,0,-31.877,31.241
2043,"0000-03-26 02:30:00",0,4.367,2.226,3.196,5.306,101383.506,0.052,0,0,-25.979,47.015
2044,"0000-03-26 03:30:00",0,4.088,2.012,3.203,5.28,101373.833,0.074,0,0,-18.427,61.025
2045,"0000-03-26 04:30:00",0,3.973,1.77,3.233,5.446,101371.163,0.035,0,0,-9.82,73.703
2046,"0000-03-26 05:30:00",5.16,3.864,1.624,3.123,5.644,101378.691,0.049,5.108,0.052,-0.65,85.629
2047,"0000-03-26 06:30:00",60.358,4.95,2.024,3.302,5.607,101389.223,0.029,46.456,13.901,8.667,97.419
2048,"0000-03-26 07:30:00",153.893,6.283,2.552,3.803,5.434,101394.968,0.098,96.396,57.496,17.731,109.707
2049,"0000-03-26 08:30:00",252.905,7.579,3.068,4.214,5.475,101386.09,0.088,143.864,109.042,26.083,123.151
2050,"0000-03-26 09:30:00",317.423,8.5,3.53,4.708,5.761,101374.426,0.074,169.125,148.297,33.155,138.388
2051,"0000-03-26 10:30:00",356.663,9.247,3.972,4.909,5.843,101354.272,0.075,188.125,168.539,38.239,155.79
2052,"0000-03-26 11:30:00",358.34,9.714,4.359,5.076,5.947,101329.969,0.047,189.982,168.358,40.61,174.986
2053,"0000-03-26 12:30:00",338.911,10.089,5.019,5.148,6.016,101292.472,0.028,181.368,157.544,39.844,194.627
2054,"0000-03-26 13:30:00",307.614,10.261,5.579,5.184,6.082,101260.29,0.04,170.94,136.675,36.086,213.069
2055,"0000-03-26 14:30:00",257.325,10.217,6.109,5.188,6.01,101232.345,0.052,145.129,112.198,29.955,229.417
2056,"0000-03-26 15:30:00",186.526,10.035,6.612,5.088,5.826,101213.285,0.044,110.594,75.934,22.195,243.728
2057,"0000-03-26 16:30:00",99.926,9.492,7.035,4.851,5.712,101214.715,0.108,66.005,33.923,13.452,256.539
2058,"0000-03-26 17:30:00",25.788,8.522,7.329,4.348,5.371,101228.596,0.068,21.342,4.448,4.237,268.522
2059,"0000-03-26 18:30:00",0.257,7.701,6.484,3.925,5.487,101250.456,0.025,0.257,0,-5.031,280.32
2060,"0000-03-26 19:30:00",0,7.183,5.784,3.87,5.103,101269.548,0.035,0,0,-13.948,292.556
2061,"0000-03-26 20:30:00",0,6.578,5.118,3.855,4.858,101276.355,0.075,0,0,-22.063,305.826
2062,"0000-03-26 21:30:00",0,6.043,4.465,3.704,4.684,101277.968,0.063,0,0,-28.836,320.658
2063,"0000-03-26 22:30:00",0,5.559,3.803,3.582,4.881,101276.759,0.064,0,0,-33.63,337.291
2064,"0000-03-26 23:30:00",0,5.125,3.118,3.45,4.984,101271.856,0.019,0,0,-35.82,335.604
2065,"0000-03-27 00:30:00",0,4.734,2.746,3.19,4.844,101260.47,0.051,0,0,-35.065,13.747
2066,"0000-03-27 01:30:00",0,4.384,2.393,3.066,5.044,101248.937,0.057,0,0,-31.481,31.177
2067,"0000-03-27 02:30:00",0,4.076,2.116,3.1,5.065,101239.646,0.052,0,0,-25.596,46.893
2068,"0000-03-27 03:30:00",0,3.947,1.874,3.067,5.127,101230.72,0.076,0,0,-18.057,60.869
2069,"0000-03-27 04:30:00",0,3.629,1.559,3.096,5.023,101245.145,0.06,0,0,-9.461,73.528
2070,"0000-03-27 05:30:00",5.574,3.423,1.242,3.099,4.76,101287.51,0.193,5.471,0.104,-0.296,85.446
2071,"0000-03-27 06:30:00",70.996,4.51,1.553,3.189,4.412,101325.873,0.082,47.901,23.096,9.022,97.235
2072,"0000-03-27 07:30:00",189.075,6.22,2.168,3.632,4.212,101351.737,0.017,97.036,92.039,18.093,109.53
2073,"0000-03-27 08:30:00",294.56,7.606,2.661,4.227,4.431,101375.538,0.024,134.393,160.167,26.456,122.995
2074,"0000-03-27 09:30:00",389.767,8.655,2.988,4.571,4.501,101383.868,0.043,167.814,221.953,33.543,138.276
2075,"0000-03-27 10:30:00",443.491,9.461,3.311,4.828,4.674,101383.626,0.029,189.781,253.707,38.636,155.756
2076,"0000-03-27 11:30:00",476.475,10.105,3.609,5.056,4.686,101373.88,0.01,204.921,271.555,41.005,175.057
2077,"0000-03-27 12:30:00",452.992,10.552,4.365,5.07,4.67,101354.858,0.016,202.231,250.76,40.219,194.805
2078,"0000-03-27 13:30:00",403.584,10.838,5.051,5.007,4.651,101337.878,0.044,178.156,225.428,36.428,213.322
2079,"0000-03-27 14:30:00",322.475,10.816,5.685,4.982,4.648,101330.566,0.111,153.779,168.696,30.264,229.709
2080,"0000-03-27 15:30:00",234.131,10.573,6.283,4.966,4.465,101324.06,0.122,124.958,109.172,22.477,244.032
2081,"0000-03-27 16:30:00",126.61,9.956,6.826,4.72,4.275,101334.958,0.099,75.922,50.688,13.718,256.845
2082,"0000-03-27 17:30:00",33.218,8.68,7.226,4.068,4.345,101363.899,0.072,25.98,7.238,4.496,268.826
2083,"0000-03-27 18:30:00",0.312,7.497,6.227,3.372,3.953,101397.245,0.042,0.312,0,-4.767,280.621
2084,"0000-03-27 19:30:00",0,6.731,5.326,3.378,3.777,101423.042,0.033,0,0,-13.67,292.851
2085,"0000-03-27 20:30:00",0,6.075,4.607,3.257,4.208,101428.547,0.008,0,0,-21.763,306.109
2086,"0000-03-27 21:30:00",0,5.694,3.891,3.114,4.273,101426.609,0.001,0,0,-28.506,320.911
2087,"0000-03-27 22:30:00",0,5.302,3.183,3.076,4.227,101422.103,0.003,0,0,-33.268,337.491
2088,"0000-03-27 23:30:00",0,4.927,2.486,3.076,4.557,101412.194,0.009,0,0,-35.434,335.721
2089,"0000-03-28 00:30:00",0,4.594,2.24,3.004,4.509,101391.286,0.014,0,0,-34.667,13.767
2090,"0000-03-28 01:30:00",0,4.271,2.018,3.053,4.845,101374.329,0.059,0,0,-31.087,31.114
2091,"0000-03-28 02:30:00",0,4.114,1.813,3.109,4.919,101357.112,0.039,0,0,-25.214,46.77
2092,"0000-03-28 03:30:00",0,3.907,1.644,3.095,5.296,101346.803,0.037,0,0,-17.688,60.712
2093,"0000-03-28 04:30:00",0,3.766,1.431,3.127,5.219,101345.668,0.039,0,0,-9.102,73.354
2094,"0000-03-28 05:30:00",6.417,3.863,1.195,3.071,5.274,101354.344,0.041,5.993,0.424,0.057,85.263
2095,"0000-03-28 06:30:00",66.111,5.101,1.678,3.391,5.276,101365.612,0.049,49.459,16.649,9.377,97.05
2096,"0000-03-28 07:30:00",163.937,6.583,2.311,4.028,5.219,101367.499,0.063,101.513,62.426,18.453,109.352
2097,"0000-03-28 08:30:00",269.217,7.998,2.88,4.566,5.058,101369.059,0.058,141.141,128.077,26.828,122.839
