"ID []","Local []","Irradiance [W/m^2]","T_ambient [Degrees Celsius]","T_ground [Degrees Celsius]","Wind [m/s]","Cloud [okta]","Pressure [Pa]","Rain [mm/hr]","Diffuse [W/m^2]","Direct [W/m^2]","Elevation [Degrees]","Azimuth [Degrees]"
4130,"0000-06-21 01:30:00",0,13.433,11.223,2.459,5.182,101442.302,0.141,0,0,-11.281,25.298
4131,"0000-06-21 02:30:00",0,13.124,11.071,2.442,5.387,101432.069,0.143,0,0,-6.372,38.304
4132,"0000-06-21 03:30:00",5.194,12.976,10.923,2.417,5.646,101444.456,0.13,4.676,0.336,0.14,50.444
4133,"0000-06-21 04:30:00",48.312,13.83,11.023,2.512,5.691,101451.967,0.079,38.719,9.218,7.873,61.858
4134,"0000-06-21 05:30:00",128.431,14.953,11.34,2.927,5.559,101468.305,0.108,84.487,42.029,16.464,72.863
4135,"0000-06-21 06:30:00",223.092,16.003,12.287,3.383,5.772,101491.377,0.115,130.971,88.367,25.577,83.923
4136,"0000-06-21 07:30:00",328.848,17.007,13.186,3.651,6.069,101508.084,0.061,177.105,147.08,34.88,95.688
4137,"0000-06-21 08:30:00",424.527,17.919,14.094,3.932,5.959,101514.876,0.061,223.796,194.964,43.967,109.125
4138,"0000-06-21 09:30:00",496.375,18.566,14.98,4.188,5.903,101515.134,0.173,254.681,234.481,52.232,125.706
4139,"0000-06-21 10:30:00",530.811,19.116,15.724,4.393,5.832,101520.572,0.092,294.475,228.245,58.653,147.33
4140,"0000-06-21 11:30:00",529.128,19.528,16.387,4.606,6.073,101521.165,0.16,309.147,211.472,61.722,174.504
4141,"0000-06-21 12:30:00",504.228,19.676,16.606,4.647,6.109,101520.894,0.134,309.004,187.047,60.298,202.929
4142,"0000-06-21 13:30:00",478.425,19.655,16.997,4.741,5.972,101524.918,0.07,278.815,190.864,54.954,226.797
4143,"0000-06-21 14:30:00",383.186,19.529,17.246,4.592,6.17,101520.094,0.073,234.722,139.594,47.234,245.069
4144,"0000-06-21 15:30:00",326.877,19.406,17.418,4.484,6.011,101516.004,0.036,194.577,126.955,38.372,259.491
4145,"0000-06-21 16:30:00",253.593,19.002,17.61,4.306,5.863,101514.687,0.06,147.041,101.603,29.096,271.751
4146,"0000-06-21 17:30:00",158.453,18.247,17.659,3.985,5.884,101524.488,0.118,100.972,54.456,19.869,282.988
4147,"0000-06-21 18:30:00",80.664,17.336,16.512,3.607,5.705,101542.8,0.192,55.246,23.669,11.043,293.952
4148,"0000-06-21 19:30:00",18.18,16.107,15.196,3.076,5.182,101566.501,0.177,15.155,2.708,2.945,305.166
4149,"0000-06-21 20:30:00",0.087,14.957,13.794,2.684,4.496,101601.157,0.052,0.082,0,-4.074,317.002
4150,"0000-06-21 21:30:00",0,14.158,12.594,2.55,4.38,101622.942,0.046,0,0,-9.635,329.678
4151,"0000-06-21 22:30:00",0,13.561,11.616,2.582,4.041,101621.318,0.021,0,0,-13.361,343.191
4152,"0000-06-21 23:30:00",0,13.143,10.711,2.507,4.063,101617.386,0.08,0,0,-14.944,332.717
4153,"0000-06-22 00:30:00",0,12.698,10.429,2.554,3.826,101610.472,0.004,0,0,-14.232,11.471
4154,"0000-06-22 01:30:00",0,12.346,10.175,2.486,3.944,101600.7,0.007,0,0,-11.297,25.25
4155,"0000-06-22 02:30:00",0,12.064,9.973,2.557,3.819,101591.11,0.014,0,0,-6.394,38.259
4156,"0000-06-22 03:30:00",5.687,11.944,9.811,2.459,4.177,101595.784,0.039,5.385,0.26,0.113,50.402
4157,"0000-06-22 04:30:00",58.93,13.019,9.973,2.577,4.208,101607.487,0.037,44.775,14.279,7.841,61.818
4158,"0000-06-22 05:30:00",160.875,14.663,10.403,3.063,4.208,101621.752,0.029,95.021,66.191,16.43,72.825
4159,"0000-06-22 06:30:00",274.38,16.005,11.566,3.648,4.769,101643.289,0.012,144.084,128.752,25.543,83.885
4160,"0000-06-22 07:30:00",374.931,17.163,12.736,3.968,4.921,101648.101,0.015,188.331,183.785,34.845,95.645
4161,"0000-06-22 08:30:00",468.774,18.021,13.602,4.35,5.273,101655.957,0.007,238.758,226.494,43.932,109.074
4162,"0000-06-22 09:30:00",507.772,18.645,14.409,4.59,5.614,101666.858,0.006,259.704,243.597,52.201,125.642
4163,"0000-06-22 10:30:00",501.368,19.067,15.315,4.591,5.912,101663.135,0.112,297.777,195.853,58.631,147.244
4164,"0000-06-22 11:30:00",521.246,19.446,16.437,4.829,5.762,101643.793,0.173,309.586,202.032,61.714,174.399
4165,"0000-06-22 12:30:00",506.727,19.615,16.765,4.939,5.787,101633.06,0.136,303.306,195.56,60.307,202.83
4166,"0000-06-22 13:30:00",476.395,19.644,17.042,4.937,5.56,101624.221,0.103,281.126,188.96,54.973,226.718
4167,"0000-06-22 14:30:00",421.604,19.676,17.273,4.883,5.632,101614.486,0.134,245.397,174.346,47.261,245.006
4168,"0000-06-22 15:30:00",327.849,19.227,17.376,4.805,5.596,101603.992,0.252,200.14,131.328,38.401,259.44
4169,"0000-06-22 16:30:00",252.961,18.938,17.499,4.489,5.447,101597.992,0.172,152.909,102.785,29.091,271.748
4170,"0000-06-22 17:30:00",183.128,18.465,17.623,4.338,4.919,101605.02,0.088,106.743,75.672,19.882,282.962
4171,"0000-06-22 18:30:00",85.79,17.594,16.544,3.958,4.611,101617.143,0.041,59.89,26.106,11.068,293.909
4172,"0000-06-22 19:30:00",18.568,16.375,15.297,3.295,4.338,101642.968,0.101,16.031,2.545,2.968,305.121
4173,"0000-06-22 20:30:00",0.086,15.177,13.961,2.86,4.211,101674.667,0.051,0.06,0,-4.056,316.955
4174,"0000-06-22 21:30:00",0,14.269,12.825,2.719,3.959,101687.468,0.022,0,0,-9.625,329.628
4175,"0000-06-22 22:30:00",0,13.69,11.789,2.627,3.718,101690.652,0.009,0,0,-13.359,343.14
4176,"0000-06-22 23:30:00",0,13.207,10.808,2.62,3.585,101681.592,0.04,0,0,-14.948,333.922
4177,"0000-06-23 00:30:00",0,12.871,10.581,2.605,3.667,101671.511,0.08,0,0,-14.243,11.446
4178,"0000-06-23 01:30:00",0,12.531,10.415,2.589,3.806,101666.948,0.047,0,0,-11.318,25.203
4179,"0000-06-23 02:30:00",0,12.311,10.305,2.594,4.24,101663.659,0.031,0,0,-6.422,38.217
4180,"0000-06-23 03:30:00",5.165,12.18,10.101,2.573,4.095,101671.805,0.027,4.988,0.166,0.079,50.364
4181,"0000-06-23 04:30:00",56.073,13.153,10.338,2.709,4.253,101683.371,0.011,42.668,13.551,7.805,61.784
4182,"0000-06-23 05:30:00",152.37,14.749,10.892,3.057,4.348,101705.459,0.005,93.918,58.337,16.39,72.792
4183,"0000-06-23 06:30:00",269.323,16.088,12.142,3.556,4.493,101729.998,0.013,142.392,126.909,25.502,83.851
4184,"0000-06-23 07:30:00",394.884,17.36,13.327,3.864,4.622,101742.769,0.011,183.771,213.09,34.804,95.609
4185,"0000-06-23 08:30:00",492.544,18.395,14.405,4.069,4.908,101749.102,0.039,218.887,278.399,43.892,109.03
4186,"0000-06-23 09:30:00",538.095,19.125,15.372,4.306,5.208,101754.528,0.012,248.685,292.396,52.164,125.583
4187,"0000-06-23 10:30:00",560.735,19.646,16.252,4.537,5.481,101756.906,0.013,277.091,281.97,58.603,147.164
4188,"0000-06-23 11:30:00",563.306,19.975,17.122,4.556,5.491,101755.325,0.078,284.835,276.077,61.7,174.297
4189,"0000-06-23 12:30:00",567.349,20.375,17.633,4.572,5.386,101751.339,0.095,288.199,276.734,60.31,202.728
4190,"0000-06-23 13:30:00",518.827,20.541,18.057,4.568,5.268,101749.739,0.104,253.925,262.266,54.988,226.634
4191,"0000-06-23 14:30:00",449.357,20.56,18.436,4.449,5.341,101739.013,0.091,225.06,219.878,47.281,244.938
4192,"0000-06-23 15:30:00",359.668,20.428,18.634,4.331,5.362,101730.319,0.037,189.3,166.227,38.425,259.382
4193,"0000-06-23 16:30:00",268.322,20.096,18.881,4.263,5.047,101726.325,0.116,137.94,125.536,29.15,271.654
4194,"0000-06-23 17:30:00",174.088,19.549,18.971,3.965,4.829,101726.797,0.102,97.793,72.921,19.921,282.896
4195,"0000-06-23 18:30:00",79.347,18.518,17.674,3.772,4.895,101740.029,0.08,54.693,22.617,11.089,293.861
4196,"0000-06-23 19:30:00",17.577,17.108,16.299,3.181,4.823,101765.703,0.123,15.187,2.037,2.984,305.072
4197,"0000-06-23 20:30:00",0.087,15.861,14.875,2.846,4.516,101788.258,0.145,0.08,0,-4.045,316.905
4198,"0000-06-23 21:30:00",0,15.064,13.764,2.825,4.577,101789.794,0.041,0,0,-9.621,329.576
4199,"0000-06-23 22:30:00",0,14.466,12.8,2.706,4.475,101786.112,0.062,0,0,-13.363,343.087
4200,"0000-06-23 23:30:00",0,14.003,11.792,2.592,4.609,101776.87,0.23,0,0,-14.962,332.614
4201,"0000-06-24 00:30:00",0,13.538,11.436,2.633,4.746,101768.415,0.557,0,0,-14.267,11.373
4202,"0000-06-24 01:30:00",0,13.083,11.105,2.53,4.591,101756.27,0.121,0,0,-11.347,25.16
4203,"0000-06-24 02:30:00",0,12.699,10.796,2.464,4.804,101746.227,0.085,0,0,-6.456,38.179
4204,"0000-06-24 03:30:00",4.943,12.607,10.604,2.476,4.895,101753.617,0.015,4.822,0.142,0.041,50.33
4205,"0000-06-24 04:30:00",49.136,13.597,10.814,2.52,4.863,101764.903,0.009,38.736,9.996,7.763,61.753
4206,"0000-06-24 05:30:00",133.651,15.107,11.211,2.906,4.871,101776.676,0.008,84.115,48.631,16.346,72.764
4207,"0000-06-24 06:30:00",239.593,16.503,12.302,3.455,4.891,101790.91,0.077,133.509,107.94,25.456,83.823
4208,"0000-06-24 07:30:00",343.253,17.575,13.323,3.748,4.966,101802.86,0.036,177.771,172.32,34.758,95.578
4209,"0000-06-24 08:30:00",426.816,18.439,14.318,3.893,4.939,101802.892,0.033,214.069,220.61,43.848,108.993
4210,"0000-06-24 09:30:00",508.953,19.166,15.223,4.052,4.769,101798.286,0.097,246.457,272.356,52.122,125.531
4211,"0000-06-24 10:30:00",554.316,19.811,16.034,4.15,4.942,101790.672,0.22,270.232,295.095,58.569,147.088
4212,"0000-06-24 11:30:00",556.08,20.407,16.782,4.155,5.071,101774.297,0.157,280.794,286.414,61.68,174.197
4213,"0000-06-24 12:30:00",574.797,20.837,17.465,4.081,5.058,101759.556,0.044,280.536,306.884,60.304,202.623
4214,"0000-06-24 13:30:00",537.986,21.178,18.11,4.215,4.789,101746.698,0.012,254.5,295.775,54.996,226.544
4215,"0000-06-24 14:30:00",468.429,21.282,18.603,4.111,5.075,101731.203,0.027,228.705,249.741,47.298,244.864
4216,"0000-06-24 15:30:00",386.801,21.125,19.066,4.137,4.851,101715.295,0.048,196.661,197.86,38.443,259.317
4217,"0000-06-24 16:30:00",292.036,20.808,19.373,3.924,4.602,101705.406,0.066,149.416,147.67,29.169,271.597
4218,"0000-06-24 17:30:00",184.387,20.086,19.583,3.789,4.498,101708.067,0.056,111.429,76.369,19.939,282.843
4219,"0000-06-24 18:30:00",89.416,18.994,18.247,3.385,4.473,101717.234,0.057,63.718,27.488,11.104,293.809
4220,"0000-06-24 19:30:00",20.178,17.512,16.787,2.815,4.464,101738.197,0.05,17.653,2.864,2.995,305.02
4221,"0000-06-24 20:30:00",0.086,16.07,15.217,2.413,4.289,101762.485,0.027,0.07,0,-4.041,316.852
4222,"0000-06-24 21:30:00",0.009,15.279,13.919,2.26,4.576,101764.667,0.011,0,0,-9.624,329.522
4223,"0000-06-24 22:30:00",0,14.641,12.697,2.328,4.724,101756.515,0.011,0,0,-13.374,343.033
4224,"0000-06-24 23:30:00",0,14.135,11.599,2.298,4.603,101739.554,0.011,0,0,-14.981,332.563
4225,"0000-06-25 00:30:00",0.009,13.654,11.251,2.205,4.959,101726.277,0.013,0,0,-14.299,11.328
4226,"0000-06-25 01:30:00",0.007,13.316,11.026,2.174,5.152,101706.933,0.028,0,0,-11.386,25.12
4227,"0000-06-25 02:30:00",0,13.072,10.839,2.156,4.912,101696.845,0.01,0,0,-6.499,38.145
4228,"0000-06-25 03:30:00",5.325,13.051,10.717,2.202,4.991,101697.744,0.009,4.995,0.411,-0.006,50.302
4229,"0000-06-25 04:30:00",52.983,14.145,10.867,2.307,5.245,101700.702,0,41.82,12.202,7.714,61.728
4230,"0000-06-25 05:30:00",128.375,15.535,11.146,2.677,5.24,101713.677,0.005,88.971,41.407,16.297,72.74
4231,"0000-06-25 06:30:00",229.568,16.828,12.217,3.231,5.321,101729.022,0.017,134.278,96.597,25.406,83.799
4232,"0000-06-25 07:30:00",320.78,17.833,13.245,3.488,5.132,101735.213,0.047,176.154,146.702,34.71,95.55
4233,"0000-06-25 08:30:00",407.566,18.709,14.28,3.656,5.174,101736.845,0.041,201.643,210.2,43.801,108.956
4234,"0000-06-25 09:30:00",490.046,19.521,15.257,3.825,5.099,101738.29,0.062,229.596,266.519,52.08,125.479
4235,"0000-06-25 10:30:00",533.733,20.118,16.178,4.102,5.227,101740.872,0.054,247.272,294.935,58.537,147.01
4236,"0000-06-25 11:30:00",524.996,20.495,16.941,4.251,5.395,101735.32,0.061,259.828,273.286,61.661,174.097
4237,"0000-06-25 12:30:00",539.74,20.922,17.601,4.363,5.301,101723.012,0.034,273.218,275.172,60.3,202.525
4238,"0000-06-25 13:30:00",513.012,21.132,18.072,4.448,5.196,101717.975,0.045,255.287,261.007,55.002,226.46
4239,"0000-06-25 14:30:00",441.065,21.111,18.482,4.41,5.353,101703.181,0.103,226.322,221.281,47.31,244.794
4240,"0000-06-25 15:30:00",377.114,20.943,18.778,4.385,5.368,101690.75,0.22,184.779,198.963,38.457,259.255
4241,"0000-06-25 16:30:00",280.471,20.552,19.007,4.252,5.162,101679.456,0.223,147.468,138.339,29.181,271.541
4242,"0000-06-25 17:30:00",179.599,19.872,19.169,4.058,4.731,101687.172,0.2,101.161,81.211,19.95,282.789
4243,"0000-06-25 18:30:00",88.077,18.816,17.849,3.562,4.167,101697.278,0.037,59.282,29.109,11.11,293.754
4244,"0000-06-25 19:30:00",20.08,17.253,16.432,2.738,3.996,101716.122,0.018,17.56,2.638,2.996,304.965
4245,"0000-06-25 20:30:00",0.073,15.875,14.995,2.336,3.829,101746.115,0.038,0.057,0,-4.047,316.796
4246,"0000-06-25 21:30:00",0,14.999,13.713,2.27,3.553,101749.939,0.044,0,0,-9.637,329.466
4247,"0000-06-25 22:30:00",0.004,14.297,12.562,2.281,3.482,101743.339,0.033,0,0,-13.396,342.979
4248,"0000-06-25 23:30:00",0.013,13.76,11.411,2.195,3.855,101731.129,0.043,0,0,-15.013,334.921
4249,"0000-06-26 00:30:00",0.002,13.228,11.11,2.176,3.884,101717.078,0.042,0,0,-14.334,11.282
4250,"0000-06-26 01:30:00",0,12.752,10.828,2.104,4.19,101700.434,0.078,0,0,-11.427,25.081
4251,"0000-06-26 02:30:00",0,12.425,10.543,2.115,4.367,101687.638,0.059,0,0,-6.546,38.113
4252,"0000-06-26 03:30:00",4.793,12.453,10.303,2.111,4.75,101688.39,0.039,4.794,0.068,-0.056,50.276
4253,"0000-06-26 04:30:00",49.078,13.427,10.326,2.29,4.968,101699.574,0.016,39.465,10.083,7.662,61.706
4254,"0000-06-26 05:30:00",132.69,14.86,10.454,2.622,5.095,101714.586,0.012,87.083,46.384,16.243,72.722
4255,"0000-06-26 06:30:00",246.222,16.271,11.545,2.964,5.398,101735.153,0.007,134.88,110.548,25.352,83.782
4256,"0000-06-26 07:30:00",362.91,17.467,12.641,3.295,5.205,101744.605,0.007,183.849,174.43,34.655,95.531
4257,"0000-06-26 08:30:00",479.209,18.631,13.734,3.502,4.841,101739.832,0.019,213.316,262.119,43.746,108.931
4258,"0000-06-26 09:30:00",561.634,19.523,14.777,3.8,5.113,101737.979,0.05,253.576,302.985,52.027,125.441
4259,"0000-06-26 10:30:00",613.092,20.341,15.733,3.861,5.053,101734.628,0.012,285.84,321.119,58.491,146.945
4260,"0000-06-26 11:30:00",628.342,21.019,16.658,3.816,5.07,101723.389,0.077,291.062,329.804,61.626,174
4261,"0000-06-26 12:30:00",628.301,21.508,17.482,3.836,4.736,101706.212,0.034,276.636,344.257,60.282,202.414
4262,"0000-06-26 13:30:00",577.553,21.982,18.276,3.779,4.669,101688.31,0.059,264.569,304.445,54.998,226.359
4263,"0000-06-26 14:30:00",524.157,22.143,18.945,3.814,4.497,101664.079,0.034,232.304,285.052,47.314,244.708
4264,"0000-06-26 15:30:00",410.66,22.059,19.532,3.846,4.278,101639.963,0.025,196.884,207.348,38.465,259.181
4265,"0000-06-26 16:30:00",315,21.722,20.025,3.865,4.042,101622.417,0.287,161.268,149.191,29.188,271.475
4266,"0000-06-26 17:30:00",200.531,20.945,20.402,3.758,3.847,101623.114,0.057,113.657,83.837,19.956,282.727
4267,"0000-06-26 18:30:00",89.039,19.702,18.955,3.31,4.195,101629.312,0.234,62.427,24.952,11.114,293.694
4268,"0000-06-26 19:30:00",19.485,18.005,17.437,2.755,4.548,101643.598,0.604,16.422,2.523,2.994,304.905
4269,"0000-06-26 20:30:00",0.119,16.6,15.942,2.318,4.694,101660.272,0.136,0.108,0,-4.055,316.738
4270,"0000-06-26 21:30:00",0,15.736,14.621,2.213,4.744,101658.967,0.15,0,0,-9.653,329.409
4271,"0000-06-26 22:30:00",0,15.193,13.394,2.213,4.893,101644.713,0.137,0,0,-13.42,342.923
4272,"0000-06-26 23:30:00",0,14.728,12.233,2.31,5.075,101622.419,0.033,0,0,-15.046,334.87
4273,"0000-06-27 00:30:00",0,14.394,12.109,2.42,4.808,101602.92,0.012,0,0,-14.375,11.238
4274,"0000-06-27 01:30:00",0,14.096,11.962,2.409,5.278,101590.499,0.029,0,0,-11.475,25.044
4275,"0000-06-27 02:30:00",0,13.912,11.849,2.546,5.379,101574.695,0.061,0,0,-6.598,38.083
4276,"0000-06-27 03:30:00",4.612,13.831,11.726,2.615,5.388,101577.504,0.04,4.37,0.118,-0.111,50.253
4277,"0000-06-27 04:30:00",44.408,14.558,11.791,2.693,5.373,101578.745,0.029,37.204,6.77,7.605,61.688
4278,"0000-06-27 05:30:00",118.731,15.595,12.023,2.958,5.346,101586.058,0.038,84.33,34.198,16.183,72.708
4279,"0000-06-27 06:30:00",231.856,16.858,13,3.096,5.1,101600.069,0.117,125.969,105.494,25.292,83.769
4280,"0000-06-27 07:30:00",337.618,18.071,14.001,3.395,4.898,101611.133,0.135,168.728,169.907,34.596,95.519
4281,"0000-06-27 08:30:00",444.198,19.165,14.894,3.602,5.189,101609.187,0.033,215.095,232.085,43.687,108.913
4282,"0000-06-27 09:30:00",515.194,20.078,15.712,3.921,5.279,101608.975,0.026,250.598,269.439,51.97,125.411
4283,"0000-06-27 10:30:00",556.024,20.761,16.494,4.232,5.449,101603.37,0.102,262.158,301.582,58.439,146.887
4284,"0000-06-27 11:30:00",578.406,21.136,17.191,4.496,5.336,101593.425,0.265,265.327,324.095,61.584,173.906
4285,"0000-06-27 12:30:00",560.018,21.457,17.614,4.613,5.228,101582.605,0.228,266.07,306.499,60.257,202.3
4286,"0000-06-27 13:30:00",501.893,21.481,17.967,4.531,5.2,101575.707,0.262,261.442,251.211,54.987,226.253
4287,"0000-06-27 14:30:00",456.525,21.476,18.359,4.5,5.107,101559.229,0.18,233.441,233.416,47.312,244.616
4288,"0000-06-27 15:30:00",367.484,21.101,18.727,4.456,5.223,101549.947,0.144,191.92,183.136,38.467,259.102
4289,"0000-06-27 16:30:00",283.525,20.659,19.144,4.217,4.934,101537.457,0.11,152.639,137.321,29.191,271.404
4290,"0000-06-27 17:30:00",192.19,19.999,19.423,3.953,4.782,101536.663,0.132,109.576,86.359,19.957,282.661
4291,"0000-06-27 18:30:00",88.17,18.937,18.194,3.65,4.784,101552.24,0.143,61.435,27.8,11.111,293.63
4292,"0000-06-27 19:30:00",18.805,17.463,16.892,3.025,4.595,101573.105,0.03,16.455,2.281,2.986,304.843
4293,"0000-06-27 20:30:00",0.069,16.278,15.575,2.542,4.588,101596.635,0.022,0.051,0,-4.07,316.677
4294,"0000-06-27 21:30:00",0,15.559,14.411,2.482,4.652,101606.173,0.015,0,0,-9.675,329.349
4295,"0000-06-27 22:30:00",0,14.954,13.36,2.532,4.503,101602.436,0.011,0,0,-13.451,342.867
4296,"0000-06-27 23:30:00",0,14.47,12.312,2.564,4.505,101593.062,0.008,0,0,-15.086,334.82
4297,"0000-06-28 00:30:00",0,13.994,12.066,2.474,4.377,101571.993,0.006,0,0,-14.422,11.195
4298,"0000-06-28 01:30:00",0,13.61,11.839,2.512,4.365,101560.629,0.016,0,0,-11.529,25.011
4299,"0000-06-28 02:30:00",0,13.291,11.576,2.474,4.776,101555.126,0.034,0,0,-6.657,38.058
4300,"0000-06-28 03:30:00",4.207,13.185,11.324,2.43,4.66,101573.117,0.051,4.1,0.092,-0.171,50.234
4301,"0000-06-28 04:30:00",48.024,14.181,11.386,2.46,4.92,101590.104,0.041,38.18,10.22,7.541,61.676
4302,"0000-06-28 05:30:00",130.862,15.679,11.644,2.922,4.78,101603.265,0.018,86.896,46.549,16.12,72.699
4303,"0000-06-28 06:30:00",245.88,17.02,12.65,3.355,4.967,101622.838,0.025,132.464,118.422,25.228,83.763
4304,"0000-06-28 07:30:00",360.83,18.237,13.713,3.719,5.106,101637.07,0.039,174.092,193.412,34.531,95.513
4305,"0000-06-28 08:30:00",458.919,19.328,14.727,3.811,5.065,101633.906,0.033,215.751,248.841,43.622,108.902
4306,"0000-06-28 09:30:00",506.354,20.093,15.614,4.049,5.173,101630.137,0.05,257.15,256.552,51.907,125.387
4307,"0000-06-28 10:30:00",541.846,20.72,16.371,4.289,5.266,101621.46,0.198,289.251,266.366,58.38,146.836
4308,"0000-06-28 11:30:00",582.002,21.375,17.157,4.415,5.158,101609.192,0.071,307.331,287.571,61.535,173.815
4309,"0000-06-28 12:30:00",575.367,21.775,17.842,4.412,5.069,101596.254,0.052,294.13,293.266,60.225,202.185
4310,"0000-06-28 13:30:00",554.786,22.163,18.392,4.365,4.958,101578.21,0.016,289.371,275.91,54.969,226.142
4311,"0000-06-28 14:30:00",498.593,22.397,18.921,4.378,4.798,101552.914,0.013,243.783,264.063,47.305,244.521
4312,"0000-06-28 15:30:00",414.967,22.301,19.436,4.29,4.856,101526.487,0.049,203.047,216.4,38.464,259.018
4313,"0000-06-28 16:30:00",303.065,21.885,19.981,4.127,4.74,101510.181,0.012,161.113,142.24,29.189,271.329
4314,"0000-06-28 17:30:00",178.872,21.112,20.344,3.841,4.694,101504.351,0.038,103.87,74.736,19.953,282.591
4315,"0000-06-28 18:30:00",85.863,19.866,19.05,3.346,4.107,101515.299,0.3,57.847,27.266,11.103,293.563
4316,"0000-06-28 19:30:00",19.342,18.35,17.491,2.704,4.054,101524.633,0.046,16.756,2.642,2.972,304.778
4317,"0000-06-28 20:30:00",0.055,17.001,15.916,2.381,3.823,101542.042,0.058,0.053,0,-4.09,316.613
4318,"0000-06-28 21:30:00",0,16.125,14.645,2.32,3.994,101546.071,0.085,0,0,-9.704,329.288
4319,"0000-06-28 22:30:00",0,15.414,13.508,2.355,3.717,101537.334,0.217,0,0,-13.488,342.81
4320,"0000-06-28 23:30:00",0.004,14.857,12.426,2.388,3.839,101515.939,0.164,0,0,-15.132,334.769
4321,"0000-06-29 00:30:00",0.011,14.388,12.212,2.417,4.006,101494.255,0.175,0,0,-14.476,11.153
4322,"0000-06-29 01:30:00",0.015,14.013,11.98,2.458,4.478,101474.133,0.116,0,0,-11.589,24.98
4323,"0000-06-29 02:30:00",0.013,13.624,11.758,2.492,4.821,101458.161,0.158,0,0,-6.721,38.036
4324,"0000-06-29 03:30:00",4.229,13.567,11.51,2.581,5.04,101457.938,0.063,4.143,0.115,-0.238,50.22
4325,"0000-06-29 04:30:00",45.047,14.392,11.499,2.636,5.116,101466.791,0.05,36.68,9.375,7.474,61.668
4326,"0000-06-29 05:30:00",120.006,15.633,11.72,3.066,5.085,101481.54,0.056,82.398,40.354,16.051,72.696
4327,"0000-06-29 06:30:00",229.713,16.891,12.755,3.378,4.96,101502.727,0.037,128.105,106.651,25.159,83.762
4328,"0000-06-29 07:30:00",345.395,18.117,13.782,3.636,5.047,101514.881,0.015,168.031,183.111,34.462,95.513
4329,"0000-06-29 08:30:00",454.86,19.275,14.741,3.975,4.952,101518.256,0.021,214.588,248.318,43.554,108.898
4330,"0000-06-29 09:30:00",525.999,20.088,15.647,4.375,5,101520.243,0.01,247.38,287.499,51.838,125.37
4331,"0000-06-29 10:30:00",570.817,20.712,16.503,4.65,5.042,101519.639,0.032,250.607,325.361,58.315,146.79
4332,"0000-06-29 11:30:00",597.972,21.243,17.243,4.674,5.071,101514.134,0.177,270.032,330.102,61.481,173.726
4333,"0000-06-29 12:30:00",592.162,21.661,17.835,4.731,4.915,101493.145,0.116,283.098,310.529,60.187,202.07
4334,"0000-06-29 13:30:00",538.301,21.803,18.414,4.816,5.142,101486.024,0.013,256.153,282.94,54.946,226.027
4335,"0000-06-29 14:30:00",460.424,21.702,18.867,4.742,5.256,101469.978,0.072,217.851,240.511,47.291,244.419
4336,"0000-06-29 15:30:00",373.309,21.51,19.295,4.602,4.902,101459.979,0.11,186.277,186.73,38.455,258.928
4337,"0000-06-29 16:30:00",288.077,21.025,19.63,4.368,4.831,101451.084,0.277,143.478,146.053,29.181,271.248
4338,"0000-06-29 17:30:00",184.028,20.36,19.866,4.095,4.56,101449.629,0.108,101.055,84.337,19.943,282.516
4339,"0000-06-29 18:30:00",87.033,19.232,18.464,3.667,4.234,101455.71,0.049,58.044,29.927,11.089,293.492
4340,"0000-06-29 19:30:00",19.086,17.674,16.972,2.931,3.94,101481.044,0.026,15.786,3.411,2.953,304.709
4341,"0000-06-29 20:30:00",0.056,16.227,15.407,2.431,3.349,101508.286,0.076,0.052,0,-4.117,316.547
4342,"0000-06-29 21:30:00",0,15.362,14.102,2.339,3.385,101510.484,0.118,0,0,-9.74,329.225
4343,"0000-06-29 22:30:00",0,14.786,12.917,2.31,3.692,101500.101,0.08,0,0,-13.533,342.752
4344,"0000-06-29 23:30:00",0,14.284,11.792,2.281,3.569,101488.591,0.084,0,0,-15.186,334.72
4345,"0000-06-30 00:30:00",0,13.856,11.488,2.216,3.625,101473.67,0.06,0,0,-14.538,11.114
4346,"0000-06-30 01:30:00",0,13.496,11.232,2.326,3.743,101456.717,0.026,0,0,-11.656,24.951
4347,"0000-06-30 02:30:00",0,13.244,11.037,2.298,4.015,101443.804,0.019,0,0,-6.792,38.018
4348,"0000-06-30 03:30:00",4.041,13.21,10.89,2.38,4.299,101447.416,0.044,4.017,0.062,-0.311,50.21
4349,"0000-06-30 04:30:00",46.479,14.147,10.999,2.581,4.622,101458.336,0.117,37.706,8.966,7.401,61.664
4350,"0000-06-30 05:30:00",129.695,15.553,11.334,2.905,4.263,101467.627,0.081,84.067,45.787,15.978,72.699
4351,"0000-06-30 06:30:00",243.076,16.973,12.462,3.275,4.223,101481.304,0.039,126.522,116.613,25.086,83.767
4352,"0000-06-30 07:30:00",359.906,18.259,13.551,3.544,4.535,101488.368,0.018,169.443,192.375,34.388,95.519
4353,"0000-06-30 08:30:00",462.618,19.299,14.518,3.892,4.972,101482.738,0.018,205.812,260.541,43.48,108.901
4354,"0000-06-30 09:30:00",498.8,20.07,15.372,3.981,5.338,101484.39,0.032,252.725,248.685,51.765,125.36
4355,"0000-06-30 10:30:00",538.827,20.736,16.174,4.195,5.401,101480.959,0.06,276.382,263.879,58.243,146.75
4356,"0000-06-30 11:30:00",553.939,21.266,17.046,4.221,5.524,101462.918,0.072,286.694,264.74,61.419,173.641
